"Area","Item","Element","Unit","Year","Year_Value","Flag"
"United States of America","Fruit Primary","Production","tonnes","1977",27096259,"A"
"United States of America","Fruit Primary","Production","tonnes","1978",26646153,"A"
"United States of America","Fruit Primary","Production","tonnes","1979",26618840,"A"
"United States of America","Fruit Primary","Production","tonnes","1980",30667353,"A"
"United States of America","Fruit Primary","Production","tonnes","1981",27791678,"A"
"United States of America","Fruit Primary","Production","tonnes","1982",27064406,"A"
"United States of America","Fruit Primary","Production","tonnes","1983",27538667,"A"
"United States of America","Fruit Primary","Production","tonnes","1984",25111010,"A"
"United States of America","Fruit Primary","Production","tonnes","1985",24724595,"A"
"United States of America","Fruit Primary","Production","tonnes","1986",24987272,"A"
"United States of America","Fruit Primary","Production","tonnes","1987",28005342,"A"
"United States of America","Fruit Primary","Production","tonnes","1988",28285305,"A"
"United States of America","Fruit Primary","Production","tonnes","1989",29229050,"A"
"United States of America","Fruit Primary","Production","tonnes","1990",26327030,"A"
"United States of America","Fruit Primary","Production","tonnes","1991",27346797,"A"
"United States of America","Fruit Primary","Production","tonnes","1992",29598899,"A"
"United States of America","Fruit Primary","Production","tonnes","1993",31643342,"A"
"United States of America","Fruit Primary","Production","tonnes","1994",31804144,"A"
"United States of America","Fruit Primary","Production","tonnes","1995",32141095,"A"
"United States of America","Fruit Primary","Production","tonnes","1996",31921702,"A"
"United States of America","Fruit Primary","Production","tonnes","1997",35296473,"A"
"United States of America","Fruit Primary","Production","tonnes","1998",34473708,"A"
"United States of America","Fruit Primary","Production","tonnes","1999",31218972,"A"
"United States of America","Fruit Primary","Production","tonnes","2000",35713530,"A"
"United States of America","Fruit Primary","Production","tonnes","2001",33050210,"A"
"United States of America","Fruit Primary","Production","tonnes","2002",33282500,"A"
"United States of America","Fruit Primary","Production","tonnes","2003",31774912,"A"
"United States of America","Fruit Primary","Production","tonnes","2004",33013670,"A"
"United States of America","Fruit Primary","Production","tonnes","2005",29880381,"A"
"United States of America","Fruit Primary","Production","tonnes","2006",28972843,"A"
"United States of America","Fruit Primary","Production","tonnes","2007",27854904,"A"
"United States of America","Fruit Primary","Production","tonnes","2008",30636409,"A"
"United States of America","Fruit Primary","Production","tonnes","2009",30277985,"A"
"United States of America","Fruit Primary","Production","tonnes","2010",29156900,"A"
"United States of America","Fruit Primary","Production","tonnes","2011",29947363,"A"
"United States of America","Fruit Primary","Production","tonnes","2012",29980305,"A"
"United States of America","Fruit Primary","Production","tonnes","2013",30435436,"A"
"United States of America","Fruit Primary","Production","tonnes","2014",28599309,"A"
"United States of America","Fruit Primary","Production","tonnes","2015",27356179,"A"
"United States of America","Fruit Primary","Production","tonnes","2016",27670330,"A"
"United States of America","Fruit Primary","Production","tonnes","2017",26470770,"A"
"United States of America","Fruit Primary","Production","tonnes","2018",26015063,"A"
"United States of America","Oilcrops","Area harvested","ha","1961",19062636,"A"
"United States of America","Oilcrops","Area harvested","ha","1962",19443958,"A"
"United States of America","Oilcrops","Area harvested","ha","1963",19483397,"A"
"United States of America","Oilcrops","Area harvested","ha","1964",20073267,"A"
"United States of America","Oilcrops","Area harvested","ha","1965",21337033,"A"
"United States of America","Oilcrops","Area harvested","ha","1966",20486069,"A"
"United States of America","Oilcrops","Area harvested","ha","1967",20958345,"A"
"United States of America","Oilcrops","Area harvested","ha","1968",22490894,"A"
"United States of America","Oilcrops","Area harvested","ha","1969",23048885,"A"
"United States of America","Oilcrops","Area harvested","ha","1970",23557653,"A"
"United States of America","Oilcrops","Area harvested","ha","1971",23430481,"A"
"United States of America","Oilcrops","Area harvested","ha","1972",25263680,"A"
"United States of America","Oilcrops","Area harvested","ha","1973",29096874,"A"
"United States of America","Oilcrops","Area harvested","ha","1974",27502697,"A"
"United States of America","Oilcrops","Area harvested","ha","1975",27080264,"A"
"United States of America","Oilcrops","Area harvested","ha","1976",25902937,"A"
"United States of America","Oilcrops","Area harvested","ha","1977",30889978,"A"
"United States of America","Oilcrops","Area harvested","ha","1978",32922059,"A"
"United States of America","Oilcrops","Area harvested","ha","1979",36948930,"A"
"United States of America","Oilcrops","Area harvested","ha","1980",35202268,"A"
"United States of America","Oilcrops","Area harvested","ha","1981",34831440,"A"
"United States of America","Oilcrops","Area harvested","ha","1982",34853028,"A"
"United States of America","Oilcrops","Area harvested","ha","1983",30378468,"A"
"United States of America","Oilcrops","Area harvested","ha","1984",33381538,"A"
"United States of America","Oilcrops","Area harvested","ha","1985",31146310,"A"
"United States of America","Oilcrops","Area harvested","ha","1986",28817370,"A"
"United States of America","Oilcrops","Area harvested","ha","1987",28848217,"A"
"United States of America","Oilcrops","Area harvested","ha","1988",29717850,"A"
"United States of America","Oilcrops","Area harvested","ha","1989",29511168,"A"
"United States of America","Oilcrops","Area harvested","ha","1990",29337758,"A"
"United States of America","Oilcrops","Area harvested","ha","1991",30926792,"A"
"United States of America","Oilcrops","Area harvested","ha","1992",29836738,"A"
"United States of America","Oilcrops","Area harvested","ha","1993",30347320,"A"
"United States of America","Oilcrops","Area harvested","ha","1994",32363390,"A"
"United States of America","Oilcrops","Area harvested","ha","1995",33722814,"A"
"United States of America","Oilcrops","Area harvested","ha","1996",32608668,"A"
"United States of America","Oilcrops","Area harvested","ha","1997",35541563,"A"
"United States of America","Oilcrops","Area harvested","ha","1998",35576005,"A"
"United States of America","Oilcrops","Area harvested","ha","1999",37447325,"A"
"United States of America","Oilcrops","Area harvested","ha","2000",37125471,"A"
"United States of America","Oilcrops","Area harvested","ha","2001",37661685,"A"
"United States of America","Oilcrops","Area harvested","ha","2002",36729953,"A"
"United States of America","Oilcrops","Area harvested","ha","2003",36422750,"A"
"United States of America","Oilcrops","Area harvested","ha","2004",37120813,"A"
"United States of America","Oilcrops","Area harvested","ha","2005",37071100,"A"
"United States of America","Oilcrops","Area harvested","ha","2006",37373732,"A"
"United States of America","Oilcrops","Area harvested","ha","2007",32215827,"A"
"United States of America","Oilcrops","Area harvested","ha","2008",35523032,"A"
"United States of America","Oilcrops","Area harvested","ha","2009",35735085,"A"
"United States of America","Oilcrops","Area harvested","ha","2010",37450109,"A"
"United States of America","Oilcrops","Area harvested","ha","2011",35278124,"A"
"United States of America","Oilcrops","Area harvested","ha","2012",36915761,"A"
"United States of America","Oilcrops","Area harvested","ha","2013",35611638,"A"
"United States of America","Oilcrops","Area harvested","ha","2014",39202179,"A"
"United States of America","Oilcrops","Area harvested","ha","2015",38727380,"A"
"United States of America","Oilcrops","Area harvested","ha","2016",39511080,"A"
"United States of America","Oilcrops","Area harvested","ha","2017",43023540,"A"
"United States of America","Oilcrops","Area harvested","ha","2018",41954707,"A"
"United States of America","Oilcrops","Yield","hg/ha","1961",15035,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1962",14946,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1963",15492,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1964",14978,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1965",16016,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1966",16174,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1967",15824,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1968",17314,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1969",16974,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1970",16563,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1971",17269,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1972",17777,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1973",17906,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1974",15361,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1975",18392,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1976",16841,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1977",19369,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1978",18598,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1979",20467,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1980",16634,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1981",19470,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1982",20374,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1983",17207,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1984",18646,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1985",22021,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1986",21474,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1987",22332,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1988",18145,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1989",21083,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1990",21907,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1991",22145,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1992",24264,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1993",20899,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1994",26048,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1995",21724,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1996",24306,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1997",24632,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1998",24699,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","1999",23106,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2000",24006,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2001",25169,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2002",24027,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2003",22270,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2004",27347,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2005",27481,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2006",27362,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2007",27020,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2008",25999,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2009",28534,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2010",28014,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2011",27667,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2012",26777,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2013",28973,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2014",31000,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2015",31347,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2016",33583,"Fc"
"United States of America","Oilcrops","Yield","hg/ha","2017",32085,"Fc"
