"Area","Item","Year","Area harvested","Yield","Production"
"United States of America","Walnuts, with shell","1979",72520,26019,188693
"United States of America","Walnuts, with shell","1980",72800,24549,178720
"United States of America","Walnuts, with shell","1981",70860,28806,204120
"United States of America","Walnuts, with shell","1982",72030,29471,212280
"United States of America","Walnuts, with shell","1983",71220,25348,180525
"United States of America","Walnuts, with shell","1984",72030,26822,193200
"United States of America","Walnuts, with shell","1985",72440,27430,198700
"United States of America","Walnuts, with shell","1986",72840,22419,163300
"United States of America","Walnuts, with shell","1987",71220,31452,224000
"United States of America","Walnuts, with shell","1988",71630,26469,189600
"United States of America","Walnuts, with shell","1989",72440,28672,207700
"United States of America","Walnuts, with shell","1990",73250,28109,205900
"United States of America","Walnuts, with shell","1991",73250,32082,235000
"United States of America","Walnuts, with shell","1992",72030,25567,184160
"United States of America","Walnuts, with shell","1993",74870,31508,235900
"United States of America","Walnuts, with shell","1994",76480,27518,210460
"United States of America","Walnuts, with shell","1995",78100,27183,212300
"United States of America","Walnuts, with shell","1996",77700,24286,188700
"United States of America","Walnuts, with shell","1997",79130,30936,244800
"United States of America","Walnuts, with shell","1998",79130,26024,205930
"United States of America","Walnuts, with shell","1999",79130,32444,256730
"United States of America","Walnuts, with shell","2000",78100,27762,216820
"United States of America","Walnuts, with shell","2001",82556,33515,276690
"United States of America","Walnuts, with shell","2002",84984,30103,255830
"United States of America","Walnuts, with shell","2003",86198,34309,295740
"United States of America","Walnuts, with shell","2004",86603,34044,294835
"United States of America","Walnuts, with shell","2005",87007,37014,322051
"United States of America","Walnuts, with shell","2006",87007,36493,317515
"United States of America","Walnuts, with shell","2007",88222,33728,297555
"United States of America","Walnuts, with shell","2008",93078,42494,395530
"United States of America","Walnuts, with shell","2009",97125,40818,396440
"United States of America","Walnuts, with shell","2010",103195,44307,457221
"United States of America","Walnuts, with shell","2011",107242,38997,418212
"United States of America","Walnuts, with shell","2012",109269,45484,497000
"United States of America","Walnuts, with shell","2013",113311,39390,446334
"United States of America","Walnuts, with shell","2014",117359,44138,518002
"United States of America","Walnuts, with shell","2015",121406,45282,549754
"United States of America","Walnuts, with shell","2016",127480,49031,625050
"United States of America","Walnuts, with shell","2017",135570,42158,571530
"United States of America","Walnuts, with shell","2018",141640,43297,613260
"United States of America","Watermelons","1961",124471,105983,1319176
"United States of America","Watermelons","1962",120708,108828,1313642
"United States of America","Watermelons","1963",115864,121760,1410756
"United States of America","Watermelons","1964",113472,110228,1250774
"United States of America","Watermelons","1965",115868,115887,1342762
"United States of America","Watermelons","1966",111546,115632,1289829
"United States of America","Watermelons","1967",110583,113989,1260527
"United States of America","Watermelons","1968",114881,109038,1252634
"United States of America","Watermelons","1969",110235,106778,1177066
"United States of America","Watermelons","1970",107726,115256,1241612
"United States of America","Watermelons","1971",102141,120320,1228957
"United States of America","Watermelons","1972",108292,105887,1146676
"United States of America","Watermelons","1973",97285,122017,1187045
"United States of America","Watermelons","1974",86075,121382,1044799
"United States of America","Watermelons","1975",85266,127162,1084262
"United States of America","Watermelons","1976",94778,126585,1199746
"United States of America","Watermelons","1977",92027,133178,1225600
"United States of America","Watermelons","1978",85956,133350,1146222
"United States of America","Watermelons","1979",83083,131442,1092063
"United States of America","Watermelons","1980",74665,138000,1030375
"United States of America","Watermelons","1981",82069,144120,1182781
"United States of America","Watermelons","1982",82100,144214,1184000
"United States of America","Watermelons","1983",82000,144634,1186000
"United States of America","Watermelons","1984",82300,145200,1195000
"United States of America","Watermelons","1985",83000,131325,1090000
"United States of America","Watermelons","1986",83000,133735,1110000
"United States of America","Watermelons","1987",82000,137805,1130000
"United States of America","Watermelons","1988",82000,137805,1130000
"United States of America","Watermelons","1989",82000,134146,1100000
"United States of America","Watermelons","1990",84028,135605,1139460
"United States of America","Watermelons","1991",98534,174925,1723616
"United States of America","Watermelons","1992",92890,182549,1695700
"United States of America","Watermelons","1993",81640,205108,1674500
"United States of America","Watermelons","1994",84140,205550,1729500
"United States of America","Watermelons","1995",80320,222647,1788300
"United States of America","Watermelons","1996",80640,240327,1938000
"United States of America","Watermelons","1997",72560,249587,1811000
"United States of America","Watermelons","1998",68550,244639,1677000
"United States of America","Watermelons","1999",70850,263466,1866660
"United States of America","Watermelons","2000",66500,253639,1686700
"United States of America","Watermelons","2001",65080,283305,1843750
"United States of America","Watermelons","2002",61720,290917,1795540
"United States of America","Watermelons","2003",60500,286557,1733670
"United States of America","Watermelons","2004",57340,291756,1672930
"United States of America","Watermelons","2005",55890,311669,1741920
"United States of America","Watermelons","2006",57910,329544,1908390
"United States of America","Watermelons","2007",52210,324480,1694110
"United States of America","Watermelons","2008",50810,357115,1814500
"United States of America","Watermelons","2009",50140,352006,1764960
"United States of America","Watermelons","2010",54350,348316,1893100
"United States of America","Watermelons","2011",47580,344409,1638700
"United States of America","Watermelons","2012",46860,349949,1639860
"United States of America","Watermelons","2013",45980,356144,1637550
"United States of America","Watermelons","2014",45060,334838,1508780
"United States of America","Watermelons","2015",47130,341403,1609030
"United States of America","Watermelons","2016",45490,396338,1802940
"United States of America","Watermelons","2017",43670,421882,1842360
"United States of America","Watermelons","2018",45082,392851,1771051
"United States of America","Wheat","1961",20870000,16070,33539008
"United States of America","Wheat","1962",17680000,16809,29718000
"United States of America","Wheat","1963",18415008,16949,31211888
"United States of America","Wheat","1964",20138000,17344,34928000
"United States of America","Wheat","1965",20056000,17853,35805008
"United States of America","Wheat","1966",20077392,17688,35513856
"United States of America","Wheat","1967",23614288,17375,41030784
"United States of America","Wheat","1968",22162304,19116,42365376
"United States of America","Wheat","1969",19079040,20580,39263952
"United States of America","Wheat","1970",17629488,20865,36784000
"United States of America","Wheat","1971",19297168,22829,44052800
"United States of America","Wheat","1972",19142576,21983,42081632
"United States of America","Wheat","1973",21912608,21248,46560784
"United States of America","Wheat","1974",26453120,18333,48496688
"United States of America","Wheat","1975",28124848,20582,57886448
"United States of America","Wheat","1976",28702736,20375,58481200
"United States of America","Wheat","1977",26986496,20629,55671056
"United States of America","Wheat","1978",22862960,21136,48322656
"United States of America","Wheat","1979",25274512,22980,58080576
"United States of America","Wheat","1980",28783600,22513,64799504
"United States of America","Wheat","1981",32635008,23229,75806304
"United States of America","Wheat","1982",31540304,23859,75251296
"United States of America","Wheat","1983",24843296,26509,65857904
"United States of America","Wheat","1984",27085008,26073,70618000
"United States of America","Wheat","1985",26184000,25197,65975008
"United States of America","Wheat","1986",24559008,23167,56897008
"United States of America","Wheat","1987",22646000,25330,57361808
"United States of America","Wheat","1988",21525008,22913,49320000
"United States of America","Wheat","1989",25167008,22024,55428000
"United States of America","Wheat","1990",27965000,26567,74294000
"United States of America","Wheat","1991",23392000,23038,53890000
"United States of America","Wheat","1992",25398800,26433,67136000
"United States of America","Wheat","1993",25378900,25699,65222000
"United States of America","Wheat","1994",24997000,25270,63168000
"United States of America","Wheat","1995",24685000,24065,59404000
"United States of America","Wheat","1996",25414000,24389,61982000
"United States of America","Wheat","1997",25414000,26574,67536000
"United States of America","Wheat","1998",23878000,29034,69327000
"United States of America","Wheat","1999",21781000,28726,62567284
"United States of America","Wheat","2000",21474064,28238,60639376
"United States of America","Wheat","2001",19616538,27018,52999932
"United States of America","Wheat","2002",18544516,23567,43703968
"United States of America","Wheat","2003",21474070,29712,63803256
